view,series,band,bin_days,start_jd,end_jd,mid_jd,year,magnitude,q1,q3,mad,n,uncertain
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450070.0,2450160.0,2450115.0,1996.08607,0.65,0.5,0.8,0.15,210,
1836-2026 overview,AAVSO Johnson V,V,90,2450160.0,2450250.0,2450205.0,1996.33197,0.499,0.4795,0.4995,0.001,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450160.0,2450250.0,2450205.0,1996.33197,0.7,0.53,0.9,0.2,91,
1836-2026 overview,AAVSO Johnson V,V,90,2450250.0,2450340.0,2450295.0,1996.57787,0.46,0.46,0.46,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450250.0,2450340.0,2450295.0,1996.57787,0.75,0.6,0.9,0.15,26,
1836-2026 overview,AAVSO Johnson V,V,90,2450340.0,2450430.0,2450385.0,1996.82377,0.411,0.3858,0.4637,0.0545,12,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450340.0,2450430.0,2450385.0,1996.82377,0.6,0.5,0.8,0.13,145,
1836-2026 overview,AAVSO Johnson V,V,90,2450430.0,2450520.0,2450475.0,1997.06986,0.522,0.505,0.552,0.019,33,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450430.0,2450520.0,2450475.0,1997.06986,0.7,0.5,0.8,0.2,253,
1836-2026 overview,AAVSO Johnson V,V,90,2450520.0,2450610.0,2450565.0,1997.31644,0.607,0.59,0.653,0.045,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450520.0,2450610.0,2450565.0,1997.31644,0.8,0.58,0.9,0.17,107,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450610.0,2450700.0,2450655.0,1997.56301,0.8,0.6,1.0,0.2,21,
1836-2026 overview,AAVSO Johnson V,V,90,2450700.0,2450790.0,2450745.0,1997.80959,0.567,0.507,0.572,0.04,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450700.0,2450790.0,2450745.0,1997.80959,0.7,0.4,0.8,0.185,126,
1836-2026 overview,AAVSO Johnson V,V,90,2450790.0,2450880.0,2450835.0,1998.05616,0.465,0.4565,0.4765,0.01,31,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450790.0,2450880.0,2450835.0,1998.05616,0.6,0.5,0.8,0.2,303,
1836-2026 overview,AAVSO Johnson V,V,90,2450880.0,2450970.0,2450925.0,1998.30274,0.585,0.5563,0.6075,0.0265,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450880.0,2450970.0,2450925.0,1998.30274,0.7,0.58,0.8,0.1,144,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2450970.0,2451060.0,2451015.0,1998.54932,0.7,0.6,0.8,0.1,14,
1836-2026 overview,AAVSO Johnson V,V,90,2451060.0,2451150.0,2451105.0,1998.79589,0.3915,0.383,0.4173,0.0115,16,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451060.0,2451150.0,2451105.0,1998.79589,0.6,0.5,0.8,0.1,163,
1836-2026 overview,AAVSO Johnson V,V,90,2451150.0,2451240.0,2451195.0,1999.04247,0.439,0.3982,0.4675,0.0325,40,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451150.0,2451240.0,2451195.0,1999.04247,0.6,0.4825,0.7,0.115,294,
1836-2026 overview,AAVSO Johnson V,V,90,2451240.0,2451330.0,2451285.0,1999.28904,0.309,0.3085,0.3125,0.001,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451240.0,2451330.0,2451285.0,1999.28904,0.5,0.4,0.7,0.16,176,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451330.0,2451420.0,2451375.0,1999.53562,0.35,0.3,0.465,0.05,8,
1836-2026 overview,AAVSO Johnson V,V,90,2451420.0,2451510.0,2451465.0,1999.78219,0.5175,0.5112,0.5232,0.008,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451420.0,2451510.0,2451465.0,1999.78219,0.6,0.43,0.7,0.1,121,
1836-2026 overview,AAVSO Johnson V,V,90,2451510.0,2451600.0,2451555.0,2000.02869,0.5095,0.4952,0.5465,0.019,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451510.0,2451600.0,2451555.0,2000.02869,0.7,0.6,0.8,0.1,309,
1836-2026 overview,AAVSO Johnson V,V,90,2451600.0,2451690.0,2451645.0,2000.27459,0.564,0.5285,0.574,0.019,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451600.0,2451690.0,2451645.0,2000.27459,0.7,0.6,0.8,0.1,200,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451690.0,2451780.0,2451735.0,2000.52049,0.55,0.4,0.7,0.15,8,
1836-2026 overview,AAVSO Johnson V,V,90,2451780.0,2451870.0,2451825.0,2000.76639,0.74,0.74,0.74,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451780.0,2451870.0,2451825.0,2000.76639,0.6,0.525,0.8,0.1,94,
1836-2026 overview,AAVSO Johnson V,V,90,2451870.0,2451960.0,2451915.0,2001.01233,0.4935,0.4653,0.5168,0.028,18,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451870.0,2451960.0,2451915.0,2001.01233,0.6,0.5,0.8,0.1,220,
1836-2026 overview,AAVSO Johnson V,V,90,2451960.0,2452050.0,2452005.0,2001.2589,0.611,0.602,0.616,0.009,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2451960.0,2452050.0,2452005.0,2001.2589,0.8,0.5,0.8,0.1,169,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452050.0,2452140.0,2452095.0,2001.50548,0.8,0.8,0.8,0.0,1,
1836-2026 overview,AAVSO Johnson V,V,90,2452140.0,2452230.0,2452185.0,2001.75205,0.479,0.479,0.479,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452140.0,2452230.0,2452185.0,2001.75205,0.7,0.6,0.775,0.1,54,
1836-2026 overview,AAVSO Johnson V,V,90,2452230.0,2452320.0,2452275.0,2001.99863,0.485,0.452,0.518,0.033,21,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452230.0,2452320.0,2452275.0,2001.99863,0.6,0.5,0.8,0.2,175,
1836-2026 overview,AAVSO Johnson V,V,90,2452320.0,2452410.0,2452365.0,2002.24521,0.632,0.594,0.653,0.029,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452320.0,2452410.0,2452365.0,2002.24521,0.8,0.6,0.9,0.1,153,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452410.0,2452500.0,2452455.0,2002.49178,0.4,0.4,0.4,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452500.0,2452590.0,2452545.0,2002.73836,0.7,0.5,0.8,0.2,60,
1836-2026 overview,AAVSO Johnson V,V,90,2452590.0,2452680.0,2452635.0,2002.98493,0.4635,0.4133,0.5353,0.0605,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452590.0,2452680.0,2452635.0,2002.98493,0.6,0.5,0.8,0.1,163,
1836-2026 overview,AAVSO Johnson V,V,90,2452680.0,2452770.0,2452725.0,2003.23151,0.707,0.658,0.7905,0.065,22,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452680.0,2452770.0,2452725.0,2003.23151,0.9,0.8,1.0,0.1,158,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452770.0,2452860.0,2452815.0,2003.47808,0.8,0.8,0.8,0.0,1,
1836-2026 overview,AAVSO Johnson V,V,90,2452860.0,2452950.0,2452905.0,2003.72466,0.86,0.86,0.86,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452860.0,2452950.0,2452905.0,2003.72466,0.8,0.7,0.9,0.1,74,
1836-2026 overview,AAVSO Johnson V,V,90,2452950.0,2453040.0,2452995.0,2003.97123,0.448,0.445,0.454,0.005,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2452950.0,2453040.0,2452995.0,2003.97123,0.6,0.5,0.7,0.1,224,
1836-2026 overview,AAVSO Johnson V,V,90,2453040.0,2453130.0,2453085.0,2004.21721,0.483,0.46,0.491,0.015,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453040.0,2453130.0,2453085.0,2004.21721,0.7,0.5,0.8,0.1,224,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453130.0,2453220.0,2453175.0,2004.46311,0.8,0.75,0.9,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453220.0,2453310.0,2453265.0,2004.70902,0.5,0.4,0.7,0.1,69,
1836-2026 overview,AAVSO Johnson V,V,90,2453310.0,2453400.0,2453355.0,2004.95492,0.438,0.4345,0.4475,0.0055,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453310.0,2453400.0,2453355.0,2004.95492,0.5,0.4,0.7,0.1,167,
1836-2026 overview,AAVSO Johnson V,V,90,2453400.0,2453490.0,2453445.0,2005.20137,0.409,0.406,0.435,0.007,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453400.0,2453490.0,2453445.0,2005.20137,0.6,0.4,0.7,0.2,172,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453490.0,2453580.0,2453535.0,2005.44795,0.75,0.675,0.8,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453580.0,2453670.0,2453625.0,2005.69452,0.7,0.6,0.8,0.1,75,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453670.0,2453760.0,2453715.0,2005.9411,0.6,0.4,0.7,0.2,184,
1836-2026 overview,AAVSO Johnson V,V,90,2453760.0,2453850.0,2453805.0,2006.18767,0.487,0.463,0.509,0.024,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453760.0,2453850.0,2453805.0,2006.18767,0.6,0.4,0.7,0.1,234,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453850.0,2453940.0,2453895.0,2006.43425,0.8,0.7,0.95,0.1,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2453940.0,2454030.0,2453985.0,2006.68082,1.0,0.875,1.1,0.1,76,
1836-2026 overview,AAVSO Johnson V,V,90,2454030.0,2454120.0,2454075.0,2006.9274,0.684,0.658,0.71,0.052,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454030.0,2454120.0,2454075.0,2006.9274,0.8,0.7,1.0,0.2,198,
1836-2026 overview,AAVSO Johnson V,V,90,2454120.0,2454210.0,2454165.0,2007.17397,0.449,0.436,0.453,0.013,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454120.0,2454210.0,2454165.0,2007.17397,0.6,0.5,0.7,0.1,317,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454210.0,2454300.0,2454255.0,2007.42055,0.6,0.4,0.8,0.2,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454300.0,2454390.0,2454345.0,2007.66712,0.8,0.65,1.0,0.2,103,
1836-2026 overview,AAVSO Johnson V,V,90,2454390.0,2454480.0,2454435.0,2007.9137,0.6175,0.6062,0.6288,0.0225,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454390.0,2454480.0,2454435.0,2007.9137,1.0,0.8,1.1,0.2,224,
1836-2026 overview,AAVSO Johnson V,V,90,2454480.0,2454570.0,2454525.0,2008.15984,0.5105,0.5062,0.5148,0.0085,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454480.0,2454570.0,2454525.0,2008.15984,0.7,0.6,0.8,0.1,279,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454570.0,2454660.0,2454615.0,2008.40574,0.8,0.6,0.915,0.2,19,
1836-2026 overview,AAVSO Johnson V,V,90,2454660.0,2454750.0,2454705.0,2008.65164,0.82,0.54,0.88,0.27,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454660.0,2454750.0,2454705.0,2008.65164,0.8,0.7,1.0,0.1,58,
1836-2026 overview,AAVSO Johnson V,V,90,2454750.0,2454840.0,2454795.0,2008.89754,0.9,0.65,0.942,0.11,21,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454750.0,2454840.0,2454795.0,2008.89754,0.9,0.8,1.1,0.1,198,
1836-2026 overview,AAVSO Johnson V,V,90,2454840.0,2454930.0,2454885.0,2009.14384,0.755,0.668,0.863,0.099,23,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454840.0,2454930.0,2454885.0,2009.14384,0.9,0.7,1.0,0.1,252,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2454930.0,2455020.0,2454975.0,2009.39041,0.7,0.6,0.8,0.1,56,
1836-2026 overview,AAVSO Johnson V,V,90,2455020.0,2455110.0,2455065.0,2009.63699,0.795,0.635,0.8475,0.11,30,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455020.0,2455110.0,2455065.0,2009.63699,0.5,0.3,0.7,0.2,96,
1836-2026 overview,AAVSO Johnson V,V,90,2455110.0,2455200.0,2455155.0,2009.88356,0.438,0.3883,0.4825,0.057,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455110.0,2455200.0,2455155.0,2009.88356,0.5,0.3,0.65,0.2,171,
1836-2026 overview,AAVSO Johnson V,V,90,2455200.0,2455290.0,2455245.0,2010.13014,0.462,0.4435,0.5098,0.0305,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455200.0,2455290.0,2455245.0,2010.13014,0.5,0.35,0.6,0.11,478,
1836-2026 overview,AAVSO Johnson V,V,90,2455290.0,2455380.0,2455335.0,2010.37671,0.372,0.365,0.387,0.014,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455290.0,2455380.0,2455335.0,2010.37671,0.5,0.4,0.6,0.1,84,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455380.0,2455470.0,2455425.0,2010.62329,0.6,0.4,0.7,0.2,37,
1836-2026 overview,AAVSO Johnson V,V,90,2455470.0,2455560.0,2455515.0,2010.86986,0.2215,0.2027,0.2403,0.0375,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455470.0,2455560.0,2455515.0,2010.86986,0.4,0.2,0.5,0.2,244,
1836-2026 overview,AAVSO Johnson V,V,90,2455560.0,2455650.0,2455605.0,2011.11644,0.534,0.5205,0.5475,0.027,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455560.0,2455650.0,2455605.0,2011.11644,0.5,0.4,0.7,0.14,387,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455650.0,2455740.0,2455695.0,2011.36301,0.6,0.5,0.71,0.1,71,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455740.0,2455830.0,2455785.0,2011.60959,0.6,0.5,0.75,0.1,43,
1836-2026 overview,AAVSO Johnson V,V,90,2455830.0,2455920.0,2455875.0,2011.85616,0.487,0.468,0.5215,0.038,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455830.0,2455920.0,2455875.0,2011.85616,0.6,0.4,0.8,0.2,226,
1836-2026 overview,AAVSO Johnson V,V,90,2455920.0,2456010.0,2455965.0,2012.10246,0.424,0.408,0.482,0.03,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2455920.0,2456010.0,2455965.0,2012.10246,0.47,0.3,0.6,0.17,497,
1836-2026 overview,AAVSO Johnson V,V,90,2456010.0,2456100.0,2456055.0,2012.34836,0.546,0.546,0.546,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456010.0,2456100.0,2456055.0,2012.34836,0.6,0.5,0.6,0.1,127,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456100.0,2456190.0,2456145.0,2012.59426,0.55,0.475,0.7,0.15,32,
1836-2026 overview,AAVSO Johnson V,V,90,2456190.0,2456280.0,2456235.0,2012.84016,0.486,0.486,0.486,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456190.0,2456280.0,2456235.0,2012.84016,0.5,0.4,0.7,0.1,143,
1836-2026 overview,AAVSO Johnson V,V,90,2456280.0,2456370.0,2456325.0,2013.0863,0.4485,0.423,0.492,0.038,32,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456280.0,2456370.0,2456325.0,2013.0863,0.5,0.3625,0.7,0.2,266,
1836-2026 overview,AAVSO Johnson V,V,90,2456370.0,2456460.0,2456415.0,2013.33288,0.559,0.4988,0.568,0.0295,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456370.0,2456460.0,2456415.0,2013.33288,0.5,0.3,0.7,0.2,68,
1836-2026 overview,AAVSO Johnson V,V,90,2456460.0,2456550.0,2456505.0,2013.57945,0.578,0.578,0.578,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456460.0,2456550.0,2456505.0,2013.57945,0.5,0.4,0.8,0.2,28,
1836-2026 overview,AAVSO Johnson V,V,90,2456550.0,2456640.0,2456595.0,2013.82603,0.573,0.5585,0.5785,0.012,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456550.0,2456640.0,2456595.0,2013.82603,0.6,0.475,0.7,0.1,160,
1836-2026 overview,AAVSO Johnson V,V,90,2456640.0,2456730.0,2456685.0,2014.0726,0.443,0.3845,0.495,0.057,23,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456640.0,2456730.0,2456685.0,2014.0726,0.5,0.4,0.6,0.1,375,
1836-2026 overview,AAVSO Johnson V,V,90,2456730.0,2456820.0,2456775.0,2014.31918,0.359,0.347,0.394,0.025,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456730.0,2456820.0,2456775.0,2014.31918,0.4,0.37,0.6,0.1,150,
1836-2026 overview,AAVSO Johnson V,V,90,2456820.0,2456910.0,2456865.0,2014.56575,0.5425,0.5373,0.547,0.005,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456820.0,2456910.0,2456865.0,2014.56575,0.4,0.3,0.6,0.1,35,
1836-2026 overview,AAVSO Johnson V,V,90,2456910.0,2457000.0,2456955.0,2014.81233,0.551,0.5318,0.5655,0.0175,16,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2456910.0,2457000.0,2456955.0,2014.81233,0.6,0.4,0.7,0.1,177,
1836-2026 overview,AAVSO Johnson V,V,90,2457000.0,2457090.0,2457045.0,2015.0589,0.596,0.568,0.6205,0.027,111,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457000.0,2457090.0,2457045.0,2015.0589,0.6,0.465,0.7,0.1,359,
1836-2026 overview,AAVSO Johnson V,V,90,2457090.0,2457180.0,2457135.0,2015.30548,0.405,0.3765,0.4555,0.041,23,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457090.0,2457180.0,2457135.0,2015.30548,0.525,0.4,0.6,0.125,172,
1836-2026 overview,AAVSO Johnson V,V,90,2457180.0,2457270.0,2457225.0,2015.55205,0.7035,0.7032,0.7037,0.0005,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457180.0,2457270.0,2457225.0,2015.55205,0.55,0.4,0.7925,0.23,24,
1836-2026 overview,AAVSO Johnson V,V,90,2457270.0,2457360.0,2457315.0,2015.79863,0.702,0.6745,0.714,0.018,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457270.0,2457360.0,2457315.0,2015.79863,0.6,0.5,0.8,0.1,163,
1836-2026 overview,AAVSO Johnson V,V,90,2457360.0,2457450.0,2457405.0,2016.04508,0.594,0.5775,0.6085,0.015,31,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457360.0,2457450.0,2457405.0,2016.04508,0.6,0.4,0.7,0.1,366,
1836-2026 overview,AAVSO Johnson V,V,90,2457450.0,2457540.0,2457495.0,2016.29098,0.456,0.285,0.4795,0.057,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457450.0,2457540.0,2457495.0,2016.29098,0.5,0.3,0.6,0.145,204,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457540.0,2457630.0,2457585.0,2016.53689,0.41,0.3,0.485,0.11,22,
1836-2026 overview,AAVSO Johnson V,V,90,2457630.0,2457720.0,2457675.0,2016.78279,0.451,0.3895,0.504,0.06,15,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457630.0,2457720.0,2457675.0,2016.78279,0.4,0.3,0.55,0.1,217,
1836-2026 overview,AAVSO Johnson V,V,90,2457720.0,2457810.0,2457765.0,2017.02877,0.499,0.4535,0.5085,0.019,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457720.0,2457810.0,2457765.0,2017.02877,0.4,0.3,0.6,0.14,369,
1836-2026 overview,AAVSO Johnson V,V,90,2457810.0,2457900.0,2457855.0,2017.27534,0.296,0.2715,0.352,0.035,26,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457810.0,2457900.0,2457855.0,2017.27534,0.3,0.2,0.55,0.1,245,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457900.0,2457990.0,2457945.0,2017.52192,0.3,0.3,0.4,0.1,13,
1836-2026 overview,AAVSO Johnson V,V,90,2457990.0,2458080.0,2458035.0,2017.76849,0.692,0.598,0.722,0.077,33,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2457990.0,2458080.0,2458035.0,2017.76849,0.6,0.47,0.8,0.2,167,
1836-2026 overview,AAVSO Johnson V,V,90,2458080.0,2458170.0,2458125.0,2018.01507,0.5395,0.5292,0.5673,0.0215,34,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458080.0,2458170.0,2458125.0,2018.01507,0.5,0.4,0.7,0.1,294,
1836-2026 overview,AAVSO Johnson V,V,90,2458170.0,2458260.0,2458215.0,2018.26164,0.484,0.444,0.534,0.049,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458170.0,2458260.0,2458215.0,2018.26164,0.5,0.4,0.6025,0.1,184,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458260.0,2458350.0,2458305.0,2018.50822,0.3,0.3,0.4,0.0,10,
1836-2026 overview,AAVSO Johnson V,V,90,2458350.0,2458440.0,2458395.0,2018.75479,0.588,0.541,0.727,0.085,53,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458350.0,2458440.0,2458395.0,2018.75479,0.5,0.4,0.7,0.175,114,
1836-2026 overview,AAVSO Johnson V,V,90,2458440.0,2458530.0,2458485.0,2019.00137,0.737,0.636,0.849,0.107,55,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458440.0,2458530.0,2458485.0,2019.00137,0.7,0.6,0.8,0.1,267,
1836-2026 overview,AAVSO Johnson V,V,90,2458530.0,2458620.0,2458575.0,2019.24795,0.378,0.357,0.468,0.029,63,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458530.0,2458620.0,2458575.0,2019.24795,0.6,0.4,0.7,0.1,276,
1836-2026 overview,AAVSO Johnson V,V,90,2458620.0,2458710.0,2458665.0,2019.49452,0.669,0.658,0.68,0.022,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458620.0,2458710.0,2458665.0,2019.49452,0.4,0.4,0.5,0.1,11,
1836-2026 overview,AAVSO Johnson V,V,90,2458710.0,2458800.0,2458755.0,2019.7411,0.66,0.642,0.7195,0.031,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458710.0,2458800.0,2458755.0,2019.7411,0.6,0.5,0.72,0.1,111,
1836-2026 overview,AAVSO Johnson V,V,90,2458800.0,2458890.0,2458845.0,2019.98767,1.546,1.439,1.623,0.085,126,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458800.0,2458890.0,2458845.0,2019.98767,1.5,1.35,1.6,0.1,1665,
1836-2026 overview,AAVSO Johnson V,V,90,2458890.0,2458980.0,2458935.0,2020.23361,1.299,0.8193,1.524,0.2705,170,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458890.0,2458980.0,2458935.0,2020.23361,1.22,0.8,1.5,0.28,2296,
1836-2026 overview,AAVSO Johnson V,V,90,2458980.0,2459070.0,2459025.0,2020.47951,0.8715,0.865,0.881,0.0105,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2458980.0,2459070.0,2459025.0,2020.47951,0.5,0.4,0.775,0.2,62,
1836-2026 overview,AAVSO Johnson V,V,90,2459070.0,2459160.0,2459115.0,2020.72541,0.72,0.698,0.744,0.024,82,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459070.0,2459160.0,2459115.0,2020.72541,0.7,0.6,0.85,0.1,397,
1836-2026 overview,AAVSO Johnson V,V,90,2459160.0,2459250.0,2459205.0,2020.97131,0.678,0.631,0.79,0.073,51,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459160.0,2459250.0,2459205.0,2020.97131,0.7,0.6,0.8,0.1,741,
1836-2026 overview,AAVSO Johnson V,V,90,2459250.0,2459340.0,2459295.0,2021.21781,0.7175,0.6562,0.804,0.0725,136,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459250.0,2459340.0,2459295.0,2021.21781,0.7,0.6,0.77,0.1,889,
1836-2026 overview,AAVSO Johnson V,V,90,2459340.0,2459430.0,2459385.0,2021.46438,0.675,0.555,0.792,0.12,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459340.0,2459430.0,2459385.0,2021.46438,0.8,0.6,0.8,0.03,42,
1836-2026 overview,AAVSO Johnson V,V,90,2459430.0,2459520.0,2459475.0,2021.71096,0.538,0.5225,0.5665,0.021,91,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459430.0,2459520.0,2459475.0,2021.71096,0.5,0.4,0.6,0.1,246,
1836-2026 overview,AAVSO Johnson V,V,90,2459520.0,2459610.0,2459565.0,2021.95753,0.684,0.6385,0.6997,0.0285,94,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459520.0,2459610.0,2459565.0,2021.95753,0.65,0.55,0.7,0.05,544,
1836-2026 overview,AAVSO Johnson V,V,90,2459610.0,2459700.0,2459655.0,2022.20411,0.387,0.356,0.425,0.034,171,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459610.0,2459700.0,2459655.0,2022.20411,0.5,0.4,0.6,0.1,822,
1836-2026 overview,AAVSO Johnson V,V,90,2459700.0,2459790.0,2459745.0,2022.45068,0.5705,0.491,0.6092,0.057,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459700.0,2459790.0,2459745.0,2022.45068,0.38,0.275,0.4625,0.1,40,
1836-2026 overview,AAVSO Johnson V,V,90,2459790.0,2459880.0,2459835.0,2022.69726,0.421,0.396,0.437,0.02,57,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459790.0,2459880.0,2459835.0,2022.69726,0.4,0.325,0.5,0.1,203,
1836-2026 overview,AAVSO Johnson V,V,90,2459880.0,2459970.0,2459925.0,2022.94384,0.315,0.292,0.4223,0.032,32,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459880.0,2459970.0,2459925.0,2022.94384,0.3,0.25,0.4,0.1,414,
1836-2026 overview,AAVSO Johnson V,V,90,2459970.0,2460060.0,2460015.0,2023.19041,0.3815,0.2303,0.4825,0.115,52,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2459970.0,2460060.0,2460015.0,2023.19041,0.4,0.3,0.5,0.1,697,
1836-2026 overview,AAVSO Johnson V,V,90,2460060.0,2460150.0,2460105.0,2023.43699,0.387,0.3247,0.4485,0.0645,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2460060.0,2460150.0,2460105.0,2023.43699,0.15,0.09,0.26,0.06,79,
1836-2026 overview,AAVSO Johnson V,V,90,2460150.0,2460240.0,2460195.0,2023.68356,0.475,0.4657,0.4878,0.011,42,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2460150.0,2460240.0,2460195.0,2023.68356,0.4,0.3,0.5,0.1,337,
1836-2026 overview,AAVSO Johnson V,V,90,2460240.0,2460330.0,2460285.0,2023.93014,0.46,0.4295,0.485,0.029,43,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2460240.0,2460330.0,2460285.0,2023.93014,0.4,0.3,0.51,0.1,561,
